Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?a  ex:governmentRegion  ?b  ex: ,?a  ex:highestRegion  ?b,0.468254,0.479675,0.710843,59,123,83,?a,0.564593
?b  ex:architect  ?a  ex: ,?a  ex:significantBuilding  ?b,0.198065,0.0336972,0.711152,389,11544,547,?b,0.309837
?e  layout  ?b  ex:?e  successor  ?a  ex: ,?a  ex:layout  ?b,0.171789,0.561133,0.711256,872,1554,1226,?a,0.276738
?e  launchPad  ?b  ex:?e  nextMission  ?a  ex: ,?a  ex:launchPad  ?b,0.587361,0.626984,0.711712,158,252,222,?a,0.643585
?e  jurisdiction  ?b  ex:?e  parentOrganisation  ?a  ex: ,?a  ex:jurisdiction  ?b,0.0540852,0.297468,0.712121,94,316,132,?a,0.100535
?b  ex:frazioni  ?a  ex: ,?a  ex:frazioni  ?b,0.0834768,0.0834768,0.713235,97,1162,136,?b,0.149461
?a  ex:significantDesign  ?b  ex: ,?a  ex:significantProject  ?b,0.010142,0.0892857,0.714286,5,56,7,?b,0.02
?a  ex:affiliation  ?f  ?f  viceChancellor  ?b  ex: ,?a  ex:viceChancellor  ?b,0.0198413,0.0112867,0.714286,5,443,7,?a,0.03861
?e  leftTributary  ?a  ex:?e  sourceCountry  ?b  ex: ,?a  ex:mouthCountry  ?b,0.02693,0.0533808,0.714286,15,281,21,?a,0.0519031
?e  administrativeDistrict  ?b  ex:?e  district  ?a  ex: ,?a  ex:administrativeDistrict  ?b,0.0169109,0.0967742,0.714286,15,155,21,?a,0.0330396
?e  government  ?b  ex:?e  lowestRegion  ?a  ex: ,?a  ex:government  ?b,0.0163934,0.37037,0.714286,10,27,14,?a,0.0320513
?f  brand  ?b  ex:?a  ex:previousEvent  ?f   ,?a  ex:brand  ?b,0.598837,0.651899,0.715278,103,158,144,?a,0.651899
?b  ex:highestPlace  ?a  ex: ,?a  ex:mountainRange  ?b,0.0409057,0.394451,0.717105,327,829,456,?a,0.0773965
?f  launchPad  ?b  ex:?a  ex:previousMission  ?f   ,?a  ex:launchPad  ?b,0.598513,0.641434,0.71875,161,251,224,?a,0.653144
?e  launchPad  ?b  ex:?e  previousMission  ?a  ex: ,?a  ex:launchPad  ?b,0.591078,636,0.719457,159,250,221,?a,0.64898
?a  ex:city  ?e  ?e  councilArea  ?b  ex: ,?a  ex:localAuthority  ?b,0.0141176,0.0727273,0.72,36,495,50,?a,0.0276923
?a  ex:location  ?b  ex: ,?a  ex:headquarter  ?b,0.122588,0.0134733,0.720207,3336,247601,4632,?a,0.209515
?e  brand  ?b  ex:?e  previousEvent  ?a  ex: ,?a  ex:brand  ?b,0.598837,0.635802,0.72028,103,162,143,?a,0.653968
?b  ex:artery  ?a  ex: ,?a  ex:supplies  ?b,0.424658,0.215278,0.72093,93,432,129,?b,0.534483
?a  ex:citizenship  ?b  ex: ,?a  ex:stateOfOrigin  ?b,0.0301309,0.12867,0.722063,504,3917,698,?a,0.0578479
?f  frazioni  ?b  ex:?a  ex:majorShrine  ?f   ,?a  ex:majorShrine  ?b,0.0105949,0.112069,0.722222,13,116,18,?b,0.0208835
?a  ex:birthPlace  ?f  ?f  country  ?b  ex: ,?a  ex:sportCountry  ?b,0.333333,0.000105576,0.722222,39,369403,54,?a,0.45614
?f  country  ?b  ex:?a  ex:region  ?f   ,?a  ex:mouthCountry  ?b,0.168761,0.00209247,0.723077,94,44923,130,?a,0.273654
?a  ex:fastestDriverTeam  ?b  ex:?a  ex:poleDriverTeam  ?b  ex: ,?a  ex:firstDriverTeam  ?b,0.359924,0.723282,0.723282,379,524,524,?a,0.480659
?f  launchPad  ?b  ex:?a  ex:nextMission  ?f   ,?a  ex:launchPad  ?b,0.594796,0.647773,0.723982,160,247,221,?a,0.653061
?b  ex:innervates  ?a  ex: ,?a  ex:nerve  ?b,0.245119,0.610811,0.724359,113,185,156,?a,0.366288
?f  government  ?b  ex:?a  ex:highestRegion  ?f   ,?a  ex:government  ?b,0.0737705,0.505618,0.725806,45,89,62,?a,0.133929
?a  ex:municipality  ?f  ?f  river  ?b  ex: ,?a  ex:river  ?b,0.0145985,0.16,0.727273,8,50,11,?a,0.0286225
?e  supplies  ?a  ex:?e  vein  ?b  ex: ,?a  ex:vein  ?b,0.122605,0.25,0.727273,32,128,44,?a,0.209836
?f  country  ?b  ex:?a  ex:municipality  ?f   ,?a  ex:mouthCountry  ?b,0.0143627,0.00499688,0.727273,8,1601,11,?a,0.028169
?e  artery  ?b  ex:?e  drainsFrom  ?a  ex: ,?a  ex:artery  ?b,0.0740741,0.542373,0.727273,32,59,44,?a,0.134454
?a  ex:instrument  ?f  ?f  stylisticOrigin  ?b  ex: ,?a  ex:stylisticOrigin  ?b,0.0122465,0.444444,0.727273,32,72,44,?a,0.0240873
?e  parentCompany  ?b  ex:?e  predecessor  ?a  ex: ,?a  ex:parentCompany  ?b,0.017419,0.285141,0.728205,142,498,195,?a,0.0340242
?a  ex:canonizedPlace  ?b  ex: ,?a  ex:beatifiedPlace  ?b,0.347656,0.354582,0.729508,89,251,122,?a,0.470899
?e  brand  ?b  ex:?e  followingEvent  ?a  ex: ,?a  ex:brand  ?b,0.598837,0.639752,0.730496,103,161,141,?a,0.658147
?e  crosses  ?b  ex:?e  locatedInArea  ?a  ex: ,?a  ex:river  ?b,0.0346715,0.00650462,0.730769,19,2921,26,?a,0.0662021
?a  ex:country  ?b  ex: ,?a  ex:sourceCountry  ?b,0.0418426,0.000914613,0.731874,535,584947,731,?a,0.0791596
?a  ex:riverMouth  ?f  ?f  sourceCountry  ?b  ex: ,?a  ex:sourceCountry  ?b,0.13812,0.500993,0.732476,1766,3525,2411,?a,0.232414
?f  jurisdiction  ?b  ex:?a  ex:successor  ?f   ,?a  ex:jurisdiction  ?b,0.0189873,0.568965,0.733333,33,58,45,?a,0.0370163
?e  manufacturer  ?b  ex:?e  predecessor  ?a  ex: ,?a  ex:manufacturer  ?b,0.162848,0.646398,0.734516,2360,3651,3213,?a,0.266591
?e  country  ?b  ex:?e  source  ?a  ex: ,?a  ex:mouthCountry  ?b,0.0251346,0.0143003,0.736842,14,979,19,?a,0.0486111
?b  ex:product  ?a  ex: ,?a  ex:developer  ?b,0.0454472,0.0318317,0.741447,1127,35405,1520,?a,0.0856448
?f  manufacturer  ?b  ex:?a  ex:predecessor  ?f   ,?a  ex:manufacturer  ?b,0.189277,0.698498,0.741953,2743,3927,3697,?a,0.301611
?b  ex:highestRegion  ?a  ex: ,?a  ex:governmentRegion  ?b,0.308943,0.301587,0.745098,38,126,51,?a,0.436782
?b  ex:rival  ?a  ex: ,?a  ex:rival  ?b,0.353052,0.353052,0.746032,376,1065,504,?b,0.479286
?a  ex:stateOfOrigin  ?b  ex: ,?a  ex:citizenship  ?b,0.12867,0.0301309,0.748886,504,16727,673,?a,0.219608
?b  ex:municipality  ?a  ex: ,?a  ex:highestMountain  ?b,0.0229008,0.0016225,0.75,3,1849,4,?b,0.0444444
?b  ex:supplies  ?a  ex: ,?a  ex:artery  ?b,0.215278,0.424658,0.75,93,219,124,?a,0.334532
?a  ex:location  ?b  ex:?a  ex:region  ?b  ex: ,?a  ex:highestMountain  ?b,0.0458015,0.176471,0.75,6,34,8,?b,0.0863309
?a  ex:author  ?b  ex:?a  ex:producer  ?b  ex: ,?a  ex:creativeDirector  ?b,0.0212766,0.00946372,0.75,3,317,4,?a,0.0413793
?e  mouthCountry  ?b  ex:?e  rightTributary  ?a  ex: ,?a  ex:mouthCountry  ?b,0.037702,84,0.75,21,250,28,?a,0.0717949
?f  country  ?b  ex:?a  ex:deathPlace  ?f   ,?a  ex:sportCountry  ?b,0.025641,0.000027849,0.75,3,107723,4,?a,0.0495868
?e  jurisdiction  ?b  ex:?e  successor  ?a  ex: ,?a  ex:jurisdiction  ?b,0.0155351,0.355263,0.75,27,76,36,?a,0.0304397
?a  ex:outflow  ?f  ?b  ex:outflow  ?f   ,?a  ex:island  ?b,0.0114943,0.000240442,0.75,3,12477,4,?b,0.0226415
?a  ex:governmentRegion  ?f  ?f  location  ?b  ex: ,?a  ex:highestRegion  ?b,0.261905,0.6875,0.75,33,48,44,?a,0.388235
?f  governmentPosition  ?b  ex:?a  ex:highestRegion  ?f   ,?a  ex:governmentPosition  ?b,0.107692,525,0.75,21,40,28,?a,0.188341
?e  governmentPosition  ?b  ex:?e  highestRegion  ?a  ex: ,?a  ex:governmentPosition  ?b,0.107692,0.428571,0.75,21,49,28,?a,0.188341
?e  city  ?a  ex:?e  state  ?b  ex: ,?a  ex:federalState  ?b,0.0146699,0.00569997,0.75,66,11579,88,?a,0.028777
?b  ex:countySeat  ?f  ?a  ex:sourcePlace  ?f   ,?a  ex:sourceRegion  ?b,0.0145808,0.27907,0.75,12,43,16,?a,0.0286055
?b  ex:countySeat  ?f  ?a  ex:sourceMountain  ?f   ,?a  ex:sourceRegion  ?b,0.0145808,0.27907,0.75,12,43,16,?a,0.0286055
?e  iso6392Code  ?a  ex:?e  languageRegulator  ?b  ex: ,?a  ex:languageRegulator  ?b,0.0280374,0.6,0.75,6,10,8,?a,0.0540541
?a  ex:headquarter  ?b  ex: ,?a  ex:location  ?b,0.0134733,0.122588,0.753388,3336,27213,4428,?a,0.0264731
?e  manufacturer  ?b  ex:?e  successor  ?a  ex: ,?a  ex:manufacturer  ?b,0.157052,0.683894,0.753393,2276,3328,3021,?a,0.259921
?e  governmentRegion  ?a  ex:?e  highestRegion  ?b  ex: ,?a  ex:governmentRegion  ?b,0.300813,0.468354,0.755102,37,79,49,?a,0.430233
?a  ex:governmentRegion  ?f  ?f  highestRegion  ?b  ex: ,?a  ex:highestRegion  ?b,0.293651,0.74,0.755102,37,50,49,?a,0.422857
?f  governmentRegion  ?b  ex:?a  ex:governmentRegion  ?f   ,?a  ex:highestRegion  ?b,0.293651,0.698113,0.755102,37,53,49,?a,0.422857
?e  governmentRegion  ?a  ex:?e  highestRegion  ?b  ex: ,?a  ex:highestRegion  ?b,0.293651,0.468354,0.755102,37,79,49,?a,0.422857
?f  manufacturer  ?b  ex:?a  ex:successor  ?f   ,?a  ex:manufacturer  ?b,0.156845,0.713434,0.755903,2273,3186,3007,?a,0.259786
?f  owner  ?b  ex:?a  ex:servingRailwayLine  ?f   ,?a  ex:operatedBy  ?b,0.165786,0.537967,0.757654,1757,3266,2319,?a,0.272045
?b  ex:routeEnd  ?a  ex: ,?a  ex:servingRailwayLine  ?b,0.0191004,0.00976122,0.759184,186,19055,245,?a,0.0372633
?b  ex:highestRegion  ?a  ex: ,?a  ex:highestRegion  ?b,0.325397,0.325397,0.759259,41,126,54,?a,0.455556
?b  ex:governmentRegion  ?a  ex: ,?a  ex:highestRegion  ?b,0.301587,0.308943,0.76,38,123,50,?a,0.431818
?a  ex:outflow  ?b  ex: ,?a  ex:inflow  ?b,0.434461,0.444004,0.760642,1233,2777,1621,?b,0.553039
?b  ex:part  ?a  ex: ,?a  ex:highestState  ?b,0.0966667,0.00238958,0.763158,29,12136,38,?a,0.171598
?a  ex:lowestRegion  ?b  ex: ,?a  ex:governmentRegion  ?b,0.105691,0.448276,0.764706,13,29,17,?a,0.185714
?a  ex:leftTributary  ?f  ?f  mouthCountry  ?b  ex: ,?a  ex:mouthCountry  ?b,0.0233393,0.40625,0.764706,13,32,17,?a,0.0452962
?e  isPartOfWineRegion  ?b  ex:?e  subregion  ?a  ex: ,?a  ex:isPartOfWineRegion  ?b,0.401766,0.686792,0.764706,182,265,238,?a,0.526773
?e  manufacturer  ?b  ex:?e  variantOf  ?a  ex: ,?a  ex:manufacturer  ?b,0.0123516,0.736625,0.764957,179,243,234,?a,0.0243107
?a  ex:creator  ?b  ex:?a  ex:director  ?b  ex: ,?a  ex:executiveProducer  ?b,0.0147219,0.323353,0.765957,108,334,141,?a,0.0288886
?f  layout  ?b  ex:?a  ex:variantOf  ?f   ,?a  ex:layout  ?b,0.0535855,0.114238,0.766197,272,2381,355,?a,0.100166
?b  ex:vicePresident  ?a  ex: ,?a  ex:president  ?b,0.0334632,0.404432,0.766404,292,722,381,?a,0.0641265
?f  notableWork  ?b  ex:?a  ex:notableWork  ?f   ,?a  ex:notableWork  ?b,0.0160897,0.767442,0.767442,66,86,86,?b,0.0315186
?f  government  ?b  ex:?a  ex:governmentRegion  ?f   ,?a  ex:government  ?b,0.0704918,0.68254,0.767857,43,63,56,?a,0.129129
?b  ex:division  ?a  ex: ,?a  ex:parentCompany  ?b,0.0187684,0.00287524,0.768844,153,53213,199,?a,0.0366423
?a  ex:foundedBy  ?b  ex: ,?a  ex:chiefEditor  ?b,0.0813008,0.00117523,0.769231,10,8509,13,?b,0.147059
?f  crewMember  ?a  ex:?b  ex:launchVehicle  ?f   ,?a  ex:mission  ?b,0.0138985,0.769231,0.769231,20,26,26,?a,0.0273038
?b  ex:parentCompany  ?a  ex: ,?a  ex:subsidiary  ?b,0.304348,0.112488,0.769295,917,8152,1192,?b,0.436147
?a  ex:district  ?b  ex: ,?a  ex:location  ?b,0.0242366,0.0968466,0.769951,6001,61964,7794,?a,0.0469939
?a  ex:country  ?b  ex: ,?a  ex:mouthCountry  ?b,0.951526,0.000906065,0.770349,530,584947,688,?a,0.851406
?b  ex:president  ?a  ex: ,?a  ex:vicePresident  ?b,0.404432,0.0334632,0.770449,292,8726,379,?b,0.530427
?e  executiveProducer  ?b  ex:?e  previousWork  ?a  ex: ,?a  ex:executiveProducer  ?b,0.0860142,0.510931,0.770452,631,1235,819,?a,0.154752
?f  governmentRegion  ?a  ex:?b  ex:governmentRegion  ?f   ,?a  ex:highestRegion  ?b,0.293651,0.698113,0.770833,37,53,48,?a,0.425287
?e  layout  ?b  ex:?e  variantOf  ?a  ex: ,?a  ex:layout  ?b,0.0313239,0.215156,0.771845,159,739,206,?a,0.0602045
?e  government  ?b  ex:?e  location  ?a  ex: ,?a  ex:government  ?b,0.0721311,0.269939,0.77193,44,163,57,?a,0.131934
?a  ex:currentPartner  ?e  ?e  formerCoach  ?b  ex: ,?a  ex:formerCoach  ?b,0.186937,0.698947,0.773893,332,475,429,?a,0.301134
?f  country  ?b  ex:?a  ex:mouthPlace  ?f   ,?a  ex:mouthCountry  ?b,0.287253,0.062281,0.776699,160,2569,206,?a,0.419397
?f  country  ?b  ex:?a  ex:mouthMountain  ?f   ,?a  ex:mouthCountry  ?b,0.287253,0.062281,0.776699,160,2569,206,?a,0.419397
?b  ex:governmentRegion  ?f  ?f  location  ?a  ex: ,?a  ex:governmentRegion  ?b,0.284553,0.729167,0.777778,35,48,45,?a,0.416667
?a  ex:city  ?f  ?f  councilArea  ?b  ex: ,?a  ex:authority  ?b,0.0404624,0.0141414,0.777778,7,495,9,?a,0.0769231
?f  artery  ?b  ex:?a  ex:vein  ?f   ,?a  ex:artery  ?b,0.138889,0.25,0.779221,60,240,77,?a,0.235756
?f  formerChoreographer  ?b  ex:?a  ex:formerPartner  ?f   ,?a  ex:formerChoreographer  ?b,0.180272,0.420635,0.779412,106,252,136,?a,0.292818
?b  ex:branchTo  ?a  ex: ,?a  ex:branchFrom  ?b,0.285714,0.669291,0.779817,170,254,218,?a,0.418204
?e  artery  ?a  ex:?e  drainsFrom  ?b  ex: ,?a  ex:supplies  ?b,0.178082,0.661017,0.78,39,59,50,?b,0.289963
?b  ex:isPartOf  ?a  ex: ,?a  ex:metropolitanBorough  ?b,0.0144695,0.000033019,0.782609,18,545140,23,?a,0.0284136
?f  governmentRegion  ?a  ex:?b  ex:governmentRegion  ?f   ,?a  ex:governmentRegion  ?b,0.325203,0.754717,0.784314,40,53,51,?a,0.45977
?e  formerChoreographer  ?b  ex:?e  formerPartner  ?a  ex: ,?a  ex:formerChoreographer  ?b,0.180272,0.319277,0.785185,106,332,135,?a,0.293223
?a  ex:highestRegion  ?f  ?f  location  ?b  ex: ,?a  ex:governmentRegion  ?b,0.268293,0.6875,0.785714,33,48,42,?a,0.4
?b  ex:part  ?f  ?a  ex:sourceMountain  ?f   ,?a  ex:sourceRegion  ?b,0.0267315,0.354839,0.785714,22,62,28,?a,0.0517039
?b  ex:part  ?f  ?a  ex:sourcePlace  ?f   ,?a  ex:sourceRegion  ?b,0.0267315,0.354839,0.785714,22,62,28,?a,0.0517039
?f  executiveProducer  ?b  ex:?a  ex:previousWork  ?f   ,?a  ex:executiveProducer  ?b,0.0886041,0.604089,0.785973,650,1076,827,?a,0.159255
?f  executiveProducer  ?b  ex:?a  ex:subsequentWork  ?f   ,?a  ex:executiveProducer  ?b,0.0868321,0.606089,0.78642,637,1051,810,?a,0.156396
?a  ex:childOrganisation  ?f  ?f  jurisdiction  ?b  ex: ,?a  ex:jurisdiction  ?b,0.0339471,0.7375,0.786667,59,80,75,?a,0.0650855
?e  executiveProducer  ?b  ex:?e  subsequentWork  ?a  ex: ,?a  ex:executiveProducer  ?b,0.0868321,0.540747,0.787392,637,1178,809,?a,0.156415
?b  ex:associate  ?f  ?a  ex:deputy  ?f   ,?a  ex:deputy  ?b,0.0222032,0.565217,0.787879,26,46,33,?b,0.0431894
?e  city  ?a  ex:?e  localAuthority  ?b  ex: ,?a  ex:metropolitanBorough  ?b,0.127814,0.111423,0.791045,159,1427,201,?a,0.220069
?a  ex:lowestRegion  ?b  ex: ,?a  ex:highestRegion  ?b,0.150794,0.655172,0.791667,19,29,24,?a,0.253333
?f  mouthCountry  ?b  ex:?a  ex:rightTributary  ?f   ,?a  ex:mouthCountry  ?b,0.0341113,475,0.791667,19,40,24,?a,0.0654045
?e  currentPartner  ?a  ex:?e  formerCoach  ?b  ex: ,?a  ex:formerCoach  ?b,0.186937,0.696017,0.792363,332,477,419,?a,0.302506
?b  ex:governmentRegion  ?a  ex: ,?a  ex:governmentRegion  ?b,0.341463,0.341463,0.792453,42,123,53,?a,0.477273
?b  ex:associate  ?a  ex: ,?a  ex:associate  ?b,0.457018,0.457018,0.793951,420,919,529,?b,0.58011
?b  ex:sisterNewspaper  ?a  ex: ,?a  ex:sisterNewspaper  ?b,0.378947,0.378947,0.794118,108,285,136,?b,0.513064
?f  country  ?b  ex:?a  ex:sourceRegion  ?f   ,?a  ex:mouthCountry  ?b,0.21544,0.201342,0.794702,120,596,151,?a,0.338983
?a  ex:city  ?e  ?e  metropolitanBorough  ?b  ex: ,?a  ex:localAuthority  ?b,0.107843,0.545635,0.794798,275,504,346,?a,0.189917
?f  parentCompany  ?b  ex:?a  ex:relatedMeanOfTransportation  ?f   ,?a  ex:parentCompany  ?b,0.0195044,0.207572,0.795,159,766,200,?a,0.0380747
?b  ex:parent  ?a  ex: ,?a  ex:child  ?b,0.213783,0.113433,0.795433,1672,14740,2102,?b,0.336995
?f  highestRegion  ?a  ex:?b  ex:highestRegion  ?f   ,?a  ex:highestRegion  ?b,0.309524,0.722222,0.795918,39,54,49,?a,0.445714
?b  ex:archipelago  ?a  ex: ,?a  ex:island  ?b,0.0153257,0.00201816,0.8,4,1982,5,?b,0.0300752
?f  creativeDirector  ?b  ex:?a  ex:previousWork  ?f   ,?a  ex:creativeDirector  ?b,0.0567376,0.4,0.8,8,20,10,?a,0.10596
?e  lowestPlace  ?b  ex:?e  neighboringMunicipality  ?a  ex: ,?a  ex:lowestPlace  ?b,0.0205128,0.0172414,0.8,4,232,5,?a,0.04
?e  lowestPlace  ?b  ex:?a  ex:neighboringMunicipality  ?e   ,?a  ex:lowestPlace  ?b,0.0205128,0.0196078,0.8,4,204,5,?a,0.04
?a  ex:incumbent  ?f  ?f  successor  ?b  ex: ,?a  ex:opponent  ?b,0.0965517,0.187919,0.8,28,149,35,?b,0.172308
?a  ex:mouthCountry  ?b  ex: ,?a  ex:sourceCountry  ?b,0.028234,0.648115,0.800443,361,557,451,?a,0.0545441
?a  ex:country  ?b  ex:?a  ex:mouthCountry  ?b  ex: ,?a  ex:sourceCountry  ?b,0.0272173,0.656604,0.803695,348,530,433,?a,0.0526515
?b  ex:formerPartner  ?a  ex: ,?a  ex:formerPartner  ?b,0.700415,0.700415,0.80381,844,1205,1050,?b,0.748559
?f  highestRegion  ?a  ex:?b  ex:highestRegion  ?f   ,?a  ex:governmentRegion  ?b,0.300813,0.685185,0.804348,37,54,46,?a,0.43787
?f  highestRegion  ?b  ex:?a  ex:highestRegion  ?f   ,?a  ex:governmentRegion  ?b,0.300813,0.685185,0.804348,37,54,46,?a,0.43787
?b  ex:governmentRegion  ?f  ?f  highestRegion  ?a  ex: ,?a  ex:highestRegion  ?b,0.293651,0.74,0.804348,37,50,46,?a,0.430233
?e  governmentRegion  ?b  ex:?e  highestRegion  ?a  ex: ,?a  ex:highestRegion  ?b,0.293651,0.468354,0.804348,37,79,46,?a,0.430233
?e  launchSite  ?b  ex:?e  successor  ?a  ex: ,?a  ex:launchSite  ?b,0.065371,0.755102,0.804348,37,49,46,?a,0.120915
?f  country  ?b  ex:?a  ex:district  ?f   ,?a  ex:mouthCountry  ?b,0.118492,0.00171202,0.804878,66,38551,82,?a,0.206573
?f  isPartOfWineRegion  ?b  ex:?a  ex:isPartOfWineRegion  ?f   ,?a  ex:isPartOfWineRegion  ?b,0.419426,0.805085,0.805085,190,236,236,?a,0.551524
?e  alliance  ?b  ex:?e  parentCompany  ?a  ex: ,?a  ex:alliance  ?b,0.122363,0.284314,0.805556,29,102,36,?a,0.212454
?f  jurisdiction  ?b  ex:?a  ex:parentOrganisation  ?f   ,?a  ex:jurisdiction  ?b,0.114499,0.48301,0.805668,199,412,247,?a,0.200504
?a  ex:location  ?b  ex: ,?a  ex:governmentRegion  ?b,0.577236,0.000286752,0.806818,71,247601,88,?a,0.672986
?e  illustrator  ?b  ex:?e  previousWork  ?a  ex: ,?a  ex:illustrator  ?b,0.157785,0.543165,0.807487,302,556,374,?a,0.263986
?f  launchSite  ?b  ex:?a  ex:launchSite  ?f   ,?a  ex:launchSite  ?b,0.14841,0.807692,0.807692,84,104,104,?a,0.250746
?a  ex:sourceCountry  ?b  ex: ,?a  ex:mouthCountry  ?b,0.648115,0.028234,0.809417,361,12786,446,?a,0.719841
?b  ex:part  ?a  ex: ,?a  ex:lowestState  ?b,0.102362,0.00107119,0.8125,13,12136,16,?a,0.181818
?e  illustrator  ?b  ex:?e  subsequentWork  ?a  ex: ,?a  ex:illustrator  ?b,0.159352,0.489567,0.813333,305,623,375,?a,0.266492
?f  governmentPosition  ?b  ex:?a  ex:location  ?f   ,?a  ex:governmentPosition  ?b,0.112821,0.0394265,0.814815,22,558,27,?a,0.198198
?e  governmentPosition  ?b  ex:?e  location  ?a  ex: ,?a  ex:governmentPosition  ?b,0.112821,0.338462,0.814815,22,65,27,?a,0.198198
?f  associate  ?b  ex:?a  ex:deputy  ?f   ,?a  ex:deputy  ?b,0.0264731,0.413333,0.815789,31,75,38,?b,0.0512821
?e  location  ?b  ex:?e  region  ?a  ex: ,?a  ex:countySeat  ?b,0.039801,0.0883002,0.816327,120,1359,147,?b,0.0759013
?a  ex:illustrator  ?b  ex: ,?a  ex:coverArtist  ?b,0.147972,0.211599,0.816532,405,1914,496,?a,0.250541
?b  ex:tenant  ?a  ex: ,?a  ex:homeArena  ?b,0.284112,0.0121951,0.817204,152,12464,186,?a,0.421637
?b  ex:lowestRegion  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0731707,0.310345,0.818182,9,29,11,?a,0.134328
?b  ex:highestRegion  ?f  ?f  lowestRegion  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0731707,0.75,0.818182,9,12,11,?a,0.134328
?b  ex:governmentRegion  ?f  ?f  lowestRegion  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0731707,0.818182,0.818182,9,11,11,?a,0.134328
?a  ex:governmentRegion  ?f  ?f  lowestRegion  ?b  ex: ,?a  ex:highestRegion  ?b,0.0714286,0.818182,0.818182,9,11,11,?a,0.131387
?a  ex:country  ?b  ex:?a  ex:sourceCountry  ?b  ex: ,?a  ex:mouthCountry  ?b,0.624776,0.650467,0.818824,348,535,425,?a,0.708758
?b  ex:highestRegion  ?f  ?f  location  ?a  ex: ,?a  ex:governmentRegion  ?b,0.260163,0.666667,0.820513,32,48,39,?a,0.395062
?e  highestRegion  ?a  ex:?e  location  ?b  ex: ,?a  ex:governmentRegion  ?b,0.260163,0.463768,0.820513,32,69,39,?a,0.395062
?b  ex:significantBuilding  ?a  ex: ,?a  ex:architect  ?b,0.0336972,0.198065,0.820675,389,1964,474,?a,0.0647362
?a  ex:author  ?b  ex:?a  ex:musicBy  ?b  ex: ,?a  ex:lyrics  ?b,0.107821,0.806818,0.820809,142,176,173,?a,0.190604
?b  ex:sisterStation  ?a  ex: ,?a  ex:sisterStation  ?b,0.743813,0.743813,0.821699,19987,26871,24324,?b,0.780818
?b  ex:governmentRegion  ?f  ?f  highestRegion  ?a  ex: ,?a  ex:governmentRegion  ?b,0.300813,0.74,0.822222,37,50,45,?a,0.440476
?f  maintainedBy  ?b  ex:?a  ex:routeStart  ?f   ,?a  ex:maintainedBy  ?b,0.0227273,0.329412,0.823529,28,85,34,?a,0.0442338
?e  highestRegion  ?a  ex:?e  location  ?b  ex: ,?a  ex:highestRegion  ?b,0.261905,0.478261,0.825,33,69,40,?a,0.39759
?a  ex:owner  ?b  ex: ,?a  ex:maintainedBy  ?b,0.0154221,0.000510451,0.826087,19,37222,23,?a,0.0302789
?f  governmentRegion  ?b  ex:?a  ex:highestRegion  ?f   ,?a  ex:governmentRegion  ?b,0.308943,0.745098,0.826087,38,51,46,?a,0.449704
?e  governmentRegion  ?b  ex:?e  highestRegion  ?a  ex: ,?a  ex:governmentRegion  ?b,0.308943,0.481013,0.826087,38,79,46,?a,0.449704
?f  manufacturer  ?b  ex:?a  ex:variantOf  ?f   ,?a  ex:manufacturer  ?b,0.0260144,0.109117,0.828571,377,3455,455,?a,0.0504449
?b  ex:branchFrom  ?a  ex: ,?a  ex:branchTo  ?b,0.669291,0.285714,0.829268,170,595,205,?b,0.740741
?e  country  ?b  ex:?e  inflow  ?a  ex: ,?a  ex:sourceCountry  ?b,0.0249492,0.190789,0.830729,319,1672,384,?a,0.0484434
?e  artery  ?a  ex:?e  isPartOfAnatomicalStructure  ?b  ex: ,?a  ex:supplies  ?b,0.0228311,0.178571,0.833333,5,28,6,?b,0.0444444
?e  childOrganisation  ?a  ex:?e  jurisdiction  ?b  ex: ,?a  ex:jurisdiction  ?b,0.0632911,0.241228,0.833333,110,456,132,?a,0.117647
?e  maintainedBy  ?b  ex:?e  routeEnd  ?a  ex: ,?a  ex:maintainedBy  ?b,0.0162338,0.15873,0.833333,20,126,24,?a,0.0318471
?f  lowestPlace  ?b  ex:?a  ex:part  ?f   ,?a  ex:lowestPlace  ?b,0.025641,0.3125,0.833333,5,16,6,?a,0.0497512
?f  lowestMountain  ?b  ex:?a  ex:part  ?f   ,?a  ex:lowestPlace  ?b,0.025641,0.3125,0.833333,5,16,6,?a,0.0497512
?e  lowestPlace  ?b  ex:?e  part  ?a  ex: ,?a  ex:lowestPlace  ?b,0.025641,0.135135,0.833333,5,37,6,?a,0.0497512
?e  lowestMountain  ?b  ex:?e  part  ?a  ex: ,?a  ex:lowestPlace  ?b,0.025641,0.135135,0.833333,5,37,6,?a,0.0497512
?f  incumbent  ?b  ex:?a  ex:opponent  ?f   ,?a  ex:opponent  ?b,0.0172414,0.555556,0.833333,5,9,6,?b,0.0337838
?a  ex:associatedAct  ?f  ?b  ex:bandMember  ?f   ,?a  ex:associatedAct  ?b,0.0442478,0.833333,0.833333,5,6,6,?a,0.0840336
?a  ex:commander  ?b  ex:?a  ex:fourthCommander  ?b  ex: ,?a  ex:secondCommander  ?b,0.019305,0.833333,0.833333,5,6,6,?a,0.0377358
